"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G71A	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.6397416	0.1169601	0.3575848	0.1090889	0.2964112	0.1812665	0.1271680	0.0716643	0.6675117	0.1470413	0.6664606	0.5765172	0.2559896	0.1998115	0.0573981	0.0044726	0.3499369	0.0593437	0.0826804	0.3649243	0.3021166	0.4453950	0.1379795	0.2626286	0.0121672	0.6942704	0.0492259	0.1522169	0.5853426	0.4677340	0.5922671	0.0052030	0.3137372	0.2167770	0.5987635	0.0132179	0.4027040	0.3135918	0.2288194	0.3156306	0.3928505	0.2625488	0.0619171	0.4745541	0.2268083	0.4797649	0.0893990	0.1343425	0.0606633	0.3307723	0.4168038	0.6597439	0.7207655	0.2801000	0.3337963	0.6783913	0.6455384	0.5113395	0.1552544	0.4801562	0.5496576	0.0974298	0.1212572	0.7727783	0.1197209	0.1182536	0.3161783	0.0778959	0.4150747	0.0262056	0.0533686	0.5761871	0.6197967	0.5224893	0.5420219	0.0988088	0.6200284	0.0518392	0.1451247	0.5154175	0.3450472	0.4041858	0.2888886	0.2086102	0.0605819	0.4131939	0.5542509	0.4554669	0.5417774	0.4168925	0.6493059	0.3415063	0.6820469	0.1853102	0.4560514	0.1613742	0.2992301	0.4884392	0.5062730	0.0823966
500	0.6378761	0.1025393	0.3638046	0.1816541	0.2866652	0.1774929	0.1589328	0.0484908	0.5853865	0.1335095	0.6331455	0.5437864	0.2155587	0.1883972	0.0321003	0.0244301	0.2697998	0.0884414	0.1253670	0.2090995	0.2175079	0.4891344	0.1107691	0.3632688	0.0098983	0.6836615	0.0607075	0.1033925	0.5775396	0.3989987	0.5482620	0.0043304	0.3569881	0.3089307	0.6290449	0.0255132	0.3984439	0.3651870	0.1755329	0.2793654	0.3727062	0.1782434	0.0476528	0.3529808	0.1778958	0.3904769	0.1117209	0.1322143	0.0602642	0.3822195	0.4703999	0.5984886	0.7448201	0.4284754	0.3335255	0.6215537	0.5499443	0.4094572	0.0895831	0.5389925	0.6613768	0.0806395	0.1430953	0.5436833	0.1216466	0.1666021	0.3915913	0.0789585	0.3519878	0.0348362	0.0469302	0.3907350	0.6535030	0.6126919	0.5944902	0.0993148	0.6985812	0.0803128	0.1735040	0.4475600	0.3359138	0.5572860	0.2345680	0.2156177	0.0584780	0.3789636	0.5225092	0.4703790	0.5544815	0.3693563	0.4740131	0.4112293	0.5736519	0.3064376	0.5558918	0.1105917	0.2245698	0.5164066	0.6399579	0.0226292
550	0.6348939	0.1467409	0.4501790	0.2535614	0.0791100	0.3454041	0.3155495	0.3090871	0.5067331	0.1290308	0.5370587	0.1556769	0.1669322	0.1596175	0.0487140	0.1593504	0.4480841	0.0236002	0.1857987	0.2003593	0.3305523	0.4571548	0.1549115	0.2793829	0.0147757	0.7565394	0.0578908	0.2045293	0.5996179	0.2894099	0.2537735	0.0136147	0.1622026	0.3334102	0.5963865	0.0244433	0.3155713	0.4771621	0.1971466	0.4459235	0.2594312	0.3475618	0.0516693	0.4480280	0.1478057	0.6881775	0.1034379	0.4151780	0.0599565	0.4840092	0.3218123	0.7128786	0.6494661	0.4987857	0.4724578	0.2005266	0.5645167	0.4939833	0.3398514	0.5266325	0.4847094	0.0872122	0.1197635	0.5877634	0.1348594	0.0900252	0.3836817	0.2093572	0.2884224	0.0609688	0.0163609	0.5601854	0.6424835	0.6253995	0.4754884	0.0544958	0.6012784	0.0643574	0.4701602	0.5208144	0.3810421	0.2497242	0.4478432	0.2325544	0.0351634	0.4048033	0.5802701	0.5293443	0.5963172	0.3985975	0.5308238	0.4280029	0.5585796	0.2554801	0.4728306	0.1592796	0.2520951	0.6112647	0.6560760	0.2281774
600	0.6460040	0.1132135	0.5680983	0.3836254	0.1007587	0.3972477	0.3848718	0.2989932	0.5572895	0.1748686	0.5006212	0.1129905	0.2627119	0.2102394	0.0376631	0.1451615	0.5059043	0.0288314	0.2189107	0.1421734	0.3631930	0.2648592	0.1128753	0.2682389	0.0136422	0.4697065	0.0845388	0.1426791	0.5372656	0.3626220	0.1060550	0.0168301	0.1014720	0.3312748	0.6270184	0.0167546	0.3449386	0.5141855	0.2380384	0.3018297	0.1400068	0.4541301	0.0265961	0.4834566	0.1870660	0.6241589	0.1163702	0.4530854	0.0722508	0.5788069	0.3045774	0.5860231	0.6198724	0.5435843	0.2585263	0.1074823	0.6832961	0.3824485	0.3564013	0.5708840	0.5232376	0.0675327	0.1153722	0.6423407	0.1522839	0.0855332	0.3064722	0.3665662	0.2892700	0.0487996	0.0332880	0.4489726	0.7457337	0.4021142	0.5211139	0.0375495	0.5832089	0.0995217	0.5156244	0.5049138	0.2664830	0.2881618	0.4756754	0.2231262	0.0385634	0.5031563	0.6801572	0.5845685	0.7653627	0.3935422	0.6235268	0.1350904	0.5897284	0.2021873	0.4759767	0.1307110	0.2134024	0.6958796	0.5606240	0.1570538
650	0.7219299	0.1206900	0.4803759	0.3335398	0.0481373	0.4296702	0.4010877	0.4323644	0.4169449	0.2250038	0.5656427	0.2591034	0.2547648	0.1701926	0.0397769	0.1447785	0.5612212	0.0287146	0.2401747	0.2086176	0.3035550	0.2622796	0.0990649	0.3212868	0.0212670	0.5347512	0.0674846	0.1143164	0.5361502	0.4504090	0.0535354	0.0110947	0.2112887	0.2233966	0.6401507	0.0388781	0.4380567	0.3455525	0.1926822	0.3154834	0.0340360	0.6962377	0.0421081	0.5407733	0.2358258	0.5857650	0.0905966	0.5270784	0.0640372	0.6585216	0.3400209	0.5701092	0.7019084	0.6200103	0.2688528	0.0976464	0.6337436	0.3902217	0.4179986	0.6103016	0.4674711	0.0172161	0.1342877	0.7927147	0.1226698	0.0333337	0.3206374	0.4218962	0.2887498	0.0573068	0.0339909	0.6290559	0.7305053	0.4300943	0.4656007	0.0441396	0.5795308	0.1006129	0.6453113	0.4407132	0.2321920	0.2946037	0.6115242	0.2406931	0.0142127	0.4993025	0.6576696	0.5433106	0.6438783	0.4711631	0.6420555	0.0842320	0.4337310	0.2016403	0.4876713	0.1644342	0.2622920	0.7162595	0.5554671	0.1988859
700	0.6988519	0.1443418	0.5199879	0.2177704	0.0743330	0.3885930	0.4273507	0.3672378	0.3831774	0.2037935	0.4332071	0.3242939	0.3399962	0.2491070	0.0721992	0.0974370	0.6279857	0.0263724	0.2010895	0.1765605	0.2811271	0.2982458	0.1203137	0.3058337	0.0228239	0.6795099	0.0873946	0.1734442	0.4136942	0.4191431	0.0376127	0.0324673	0.1388108	0.1692874	0.6465366	0.0272407	0.4209607	0.4407378	0.1095358	0.3169311	0.0201822	0.8330961	0.0476127	0.3418399	0.2103911	0.6283347	0.0829718	0.5931295	0.0844757	0.6498122	0.4420142	0.5350810	0.6086516	0.5390160	0.2392578	0.1411958	0.6338882	0.3421133	0.4718429	0.4791253	0.3442533	0.0250344	0.1287999	0.6762475	0.1634698	0.0271456	0.2234107	0.4759949	0.2878221	0.0560969	0.0330848	0.5507630	0.6698940	0.3777628	0.6101570	0.0376772	0.5505952	0.0654332	0.5139897	0.4296585	0.1290983	0.3278499	0.6854696	0.2515405	0.0102419	0.6598351	0.6843767	0.6570614	0.6537961	0.4282449	0.5683818	0.0531851	0.4293672	0.1355248	0.3345178	0.1457200	0.2074217	0.6152597	0.5024443	0.1633305
750	0.6142440	0.1440074	0.4843202	0.3218293	0.0930941	0.3293916	0.4633971	0.4165439	0.4707797	0.2943108	0.4649216	0.2582086	0.4489801	0.2661538	0.0639157	0.0978187	0.6478150	0.0244529	0.2210381	0.1702049	0.2568832	0.2668738	0.1040215	0.2894526	0.0289333	0.7801282	0.0630667	0.2235920	0.5055514	0.3847205	0.0125644	0.0771548	0.0839661	0.1894584	0.6846998	0.1079654	0.4167985	0.5211912	0.0979669	0.1873081	0.0074405	0.6581019	0.0458293	0.3692293	0.2866186	0.7749721	0.0909971	0.5019708	0.0984060	0.7350419	0.3566517	0.5931824	0.6616784	0.6558301	0.3388616	0.2375853	0.8670136	0.3708561	0.4261153	0.7221734	0.4474560	0.0269046	0.0696926	0.4971874	0.2375209	0.0070199	0.2350892	0.4973287	0.2556668	0.0388548	0.0290913	0.5458726	0.6441815	0.3462942	0.5312874	0.0360795	0.5058600	0.0746398	0.5540335	0.3866733	0.1489129	0.3166280	0.7617539	0.2135404	0.0013888	0.6433114	0.6902945	0.5979207	0.5933137	0.4681613	0.5971130	0.0188166	0.3959227	0.1607366	0.3509525	0.2480567	0.3039382	0.6433471	0.4005839	0.2573146
800	0.6343432	0.0865480	0.5053714	0.4678327	0.1358606	0.3037727	0.4280039	0.6695283	0.4109020	0.2723197	0.5324651	0.3662528	0.3986967	0.2306367	0.0645342	0.0594582	0.7236480	0.0478712	0.2006151	0.1623280	0.2262887	0.2854897	0.1256632	0.3155990	0.0198508	0.5930387	0.0487594	0.2100221	0.5676778	0.3364965	0.0106149	0.0729911	0.1493292	0.1870381	0.6098774	0.0740605	0.4205252	0.5049408	0.1177240	0.1636441	0.0099993	0.5638094	0.0486867	0.3470078	0.2901807	0.6561236	0.1066436	0.5855748	0.1145926	0.7647284	0.4149739	0.6461053	0.6754734	0.5358970	0.2226863	0.2822210	0.6893835	0.3555473	0.5259079	0.6121324	0.3621685	0.0296700	0.0730648	0.6591344	0.2947420	0.0144976	0.2084583	0.3697591	0.1939324	0.0491820	0.0180149	0.5181884	0.6962105	0.3308313	0.5400410	0.0441027	0.4621852	0.0816167	0.6751995	0.3954239	0.1790865	0.4516274	0.5811611	0.2224953	0.0168278	0.7007406	0.6748353	0.5564656	0.6961655	0.4220069	0.6621518	0.0258010	0.4420598	0.1407720	0.3842361	0.2171764	0.2120438	0.5233884	0.4698995	0.4066854
850	0.8003322	0.1320468	0.4445964	0.4299050	0.0905670	0.3291406	0.4989463	0.4872229	0.4930333	0.2157017	0.4162408	0.3490104	0.3344282	0.2083524	0.0608850	0.0477872	0.6612684	0.0290345	0.2633894	0.1843431	0.1937767	0.3665999	0.0913001	0.2496120	0.0172076	0.6014280	0.0586986	0.1868246	0.6039843	0.3925877	0.0249917	0.1114571	0.1204421	0.1692249	0.5557110	0.0498037	0.6524320	0.5252390	0.0566912	0.1851311	0.0128120	0.6842755	0.0653347	0.3093756	0.2921359	0.6710565	0.1109673	0.5406754	0.1246289	0.6828261	0.3793407	0.6627196	0.5774270	0.5295886	0.2401254	0.2698034	0.6115136	0.4095997	0.4864070	0.6286528	0.4347511	0.0346834	0.0368869	0.6524097	0.2310601	0.0192309	0.2820943	0.3696847	0.2207571	0.0295861	0.0072241	0.6175261	0.6260150	0.3835000	0.5003756	0.0369381	0.5143904	0.0978150	0.6291887	0.4740616	0.1801937	0.4114439	0.5643499	0.2129092	0.0110293	0.6801341	0.6201203	0.4835452	0.6726143	0.4557126	0.5694477	0.0282594	0.4055115	0.1217689	0.3758325	0.3127368	0.2279134	0.6946028	0.5880141	0.2276713
900	0.7438780	0.1030588	0.6081123	0.3986157	0.1111187	0.3412298	0.4973255	0.4974411	0.5089181	0.3209035	0.5688236	0.4049690	0.4165605	0.1984116	0.0441839	0.0600546	0.6049427	0.0859918	0.2010242	0.1407389	0.1759334	0.2477907	0.1901568	0.2305197	0.0316450	0.6794704	0.0390794	0.1308819	0.5590282	0.4050608	0.0164975	0.0648181	0.0797466	0.1511329	0.7116455	0.0540464	0.4251194	0.5371154	0.0816752	0.1957646	0.0250866	0.7662312	0.0548858	0.2291247	0.2769201	0.7488256	0.0680623	0.6624319	0.1087548	0.6400183	0.3898612	0.6065000	0.6291579	0.6425479	0.2370249	0.2408604	0.6598885	0.2871321	0.5960250	0.6371163	0.3339982	0.0223141	0.0582755	0.6374856	0.1981160	0.0028337	0.2580103	0.5444353	0.1780985	0.0201049	0.0034630	0.6699883	0.5948713	0.3131624	0.4011986	0.0179727	0.5692146	0.1023246	0.6820295	0.3994816	0.1970112	0.3917840	0.5832012	0.2440503	0.0045260	0.7021980	0.5564328	0.5258484	0.7372625	0.4354569	0.5108056	0.0454435	0.3776199	0.1351749	0.3715996	0.3583198	0.2511252	0.6120628	0.5127429	0.2813732
950	0.7103279	0.0688238	0.5470582	0.4286047	0.0639300	0.3971227	0.3389104	0.4328175	0.5317591	0.3208869	0.5566164	0.4873713	0.4561559	0.2090335	0.0585170	0.0888034	0.5499908	0.0372024	0.2651131	0.1627957	0.1404139	0.3008094	0.1214823	0.2804184	0.0194581	0.6979439	0.0931173	0.1080099	0.5443879	0.3433617	0.0225296	0.1348124	0.0949967	0.1258896	0.6975335	0.0927520	0.4455045	0.5891783	0.0562296	0.1910009	0.0175043	0.5908607	0.0727516	0.2972127	0.3485167	0.5266377	0.1190102	0.5077521	0.0641468	0.6843259	0.3223804	0.5648877	0.5778877	0.6593042	0.2681628	0.3394841	0.5565923	0.3343030	0.4276696	0.6105440	0.4535565	0.0195352	0.0398305	0.6796663	0.3637352	0.0054674	0.3878741	0.5758141	0.1546370	0.0357664	0.0088910	0.5589993	0.6483045	0.2061850	0.4653058	0.0211286	0.3962518	0.0903964	0.5087008	0.4933901	0.1786132	0.3632894	0.6562955	0.2661811	0.0020269	0.6714251	0.6633181	0.4231867	0.6108598	0.5101009	0.5799328	0.0317941	0.4038121	0.1543883	0.4116245	0.2945197	0.2775091	0.5797864	0.5219146	0.2049536
1000	0.8133708	0.1282648	0.6227042	0.3022948	0.0869768	0.3321186	0.5153568	0.4737432	0.5380885	0.3336519	0.4968648	0.5269427	0.3982731	0.2932850	0.0777303	0.0705477	0.6848024	0.0572267	0.1700614	0.1674273	0.2338807	0.3537043	0.1542563	0.1743582	0.0656738	0.5466072	0.0827462	0.1509862	0.5279241	0.3640894	0.0376911	0.1039393	0.1527672	0.1142098	0.6442840	0.1001665	0.4403769	0.6060792	0.0984510	0.2496981	0.0038387	0.5514256	0.0663098	0.3353659	0.2138832	0.5458521	0.0810762	0.6063765	0.0484948	0.6741042	0.2933801	0.6501931	0.6397582	0.7337349	0.2956714	0.2957025	0.6363849	0.2923619	0.5389925	0.6289039	0.3680184	0.0323013	0.0601281	0.6769983	0.3030993	0.0125187	0.3309295	0.5790320	0.1645668	0.0145928	0.0044791	0.7152525	0.8095332	0.3062181	0.5293586	0.0336173	0.5399378	0.1015180	0.6531767	0.4042684	0.1191078	0.2823073	0.5538663	0.2719514	0.0041124	0.6307782	0.6430081	0.4686512	0.7393787	0.4609559	0.7326702	0.0405123	0.3093176	0.0933453	0.4092549	0.3170300	0.2460992	0.5842416	0.5268395	0.2234021

0	0.5328557	0.2955142	0.5036028	0.3633152	0.0572676	0.4172867	0.4900560	0.4404753	0.5269447	0.2371444	0.4785604	0.4811747	0.3839012	0.1897477	0.0412063	0.0805136	0.6638333	0.0215277	0.2503228	0.1547509	0.1929245	0.4079224	0.1748346	0.2353034	0.0244386	0.6003920	0.1811573	0.0987368	0.6736346	0.3773722	0.0244935	0.1612033	0.0897212	0.0804808	0.6929636	0.0566963	0.5203000	0.6376219	0.0819749	0.2898282	0.0070895	0.6509946	0.0271403	0.4003251	0.3322308	0.6782591	0.0583280	0.4604982	0.0748365	0.7007682	0.4030759	0.7064869	0.6420552	0.5406031	0.2262129	0.2408062	0.6248077	0.3417083	0.5097467	0.6957183	0.4057957	0.0207085	0.0600015	0.5921345	0.4008769	0.0306694	0.2983900	0.4509471	0.1159169	0.0322643	0.0039845	0.8072936	0.6155172	0.2702078	0.5553532	0.0228632	0.5836423	0.0928423	0.7278212	0.2780762	0.2422185	0.4175836	0.5495308	0.1508116	0.0000451	0.6382298	0.6700980	0.6291500	0.6907864	0.4601285	0.6929973	0.0275826	0.4198510	0.1175984	0.3166064	0.3278422	0.2847664	0.8089454	0.7185446	0.1602035
