"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G65A	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
450	0.1592605	0.2884591	0.5815514	0.1194723	0.0209016	0.0043460	0.5421995	0.1792461	0.0231779	0.7230503	0.1170338	0.0733054	0.6602812	0.3250996	0.1094793	0.0074963	0.7125674	0.3793320	0.2580169	0.5933360	0.6018984	0.5139171	0.4890145	0.5746679	0.3550886	0.0012060	0.0002817	0.7251773	0.1619121	0.0305186	0.0383797	0.2772563	0.5882771	0.4169185	0.3968411	0.7564674	0.4610067	0.3683518	0.6357244	0.0687399	0.4155967	0.6841374	0.0451839	0.0058476	0.6116492	0.7168960	0.3601749	0.0026978	0.1373942	0.6375086	0.8098545	0.0224408	0.5128570	0.6086231	0.8474078	0.5979543	0.6617578	0.0040745	0.4337169	0.2535341	0.4851051	0.1692906	0.3266861	0.0020553	0.4022725	0.5172093	0.5022775	0.0000901	0.0011738	0.0639519	0.4432423	0.4171886	0.7698679	0.7630302	0.0027622	0.6083806	0.5788113	0.3769259	0.1518607	0.2651472	0.6995731	0.4681079	0.0348048	0.0114455	0.0411038	0.1610480	0.4906039	0.1875402	0.0168326	0.1733504	0.2557406	0.0049616	0.3929435	0.5446769	0.0675007	0.0865754	0.3084585	0.3019991	0.5497889	0.5915538
500	0.1881665	0.3304123	0.6251068	0.0735977	0.0232574	0.0020179	0.5730884	0.1983717	0.0249848	0.6370491	0.1150633	0.0677976	0.6521421	0.5271599	0.0576322	0.0066730	0.7673952	0.2947684	0.2706724	0.5724140	0.5264314	0.5697110	0.5280558	0.6633714	0.4262006	0.0019398	0.0008764	0.6138266	0.1798250	0.0190881	0.0739705	0.2951338	0.5598915	0.3309381	0.4298499	0.6498502	0.4551948	0.3571169	0.6899151	0.0485332	0.3419264	0.6387931	0.0614772	0.0062356	0.4560901	0.6967805	0.3975443	0.0059594	0.1111870	0.6756900	0.7556393	0.0491112	0.6772452	0.6254562	0.6815110	0.6653101	0.7719813	0.0078222	0.4355906	0.3133909	0.4137110	0.1805811	0.3559467	0.0106251	0.3562733	0.4911260	0.4172198	0.0000006	0.0012707	0.0515516	0.4423872	0.4579982	0.6954432	0.6010348	0.0000000	0.6256778	0.6167177	0.3401295	0.1104011	0.2529753	0.5703059	0.5311362	0.0455030	0.0167978	0.0217786	0.2356357	0.4947355	0.2952784	0.0252124	0.1875765	0.3122004	0.0021854	0.3175696	0.4443305	0.1215071	0.2003499	0.1651381	0.4142242	0.5610665	0.6706264
550	0.1971781	0.3676762	0.6145633	0.0666877	0.3019706	0.1589237	0.6828629	0.2565211	0.0406185	0.6717114	0.4299914	0.4495384	0.5672808	0.4207053	0.0615508	0.0012587	0.7544545	0.3042223	0.2624687	0.4247090	0.3104750	0.4814689	0.3285895	0.6134648	0.3955480	0.0035365	0.0000000	0.7310655	0.2409473	0.0416969	0.0546906	0.3922160	0.5155692	0.4691283	0.3424844	0.6337818	0.4491299	0.2673461	0.6755543	0.2369134	0.5150032	0.5530374	0.0466384	0.0176337	0.6382420	0.7100216	0.3068993	0.0288223	0.0850278	0.7057910	0.6579044	0.0691699	0.5737110	0.6610099	0.7800538	0.6866395	0.6571164	0.0006409	0.3887575	0.2915970	0.3539059	0.2724033	0.3262061	0.0016280	0.5569781	0.5115180	0.5237587	0.0004723	0.2715558	0.0733612	0.4344313	0.4063340	0.4925966	0.2934958	0.0094779	0.5097729	0.6885555	0.1046294	0.0883774	0.2686136	0.6096407	0.4764095	0.1302702	0.1056049	0.0715890	0.1786843	0.5841276	0.2502196	0.2100420	0.2261488	0.2399327	0.0158586	0.4192828	0.6587599	0.0629170	0.1451898	0.6438870	0.4480686	0.7233271	0.6453258
600	0.1670668	0.3569875	0.6198561	0.0674335	0.2617552	0.2642202	0.6204283	0.1711464	0.0339328	0.6850973	0.5609125	0.4729148	0.6240308	0.3240200	0.0768464	0.0008578	0.7455586	0.2348539	0.3054866	0.2182922	0.3524463	0.4579965	0.4381664	0.5954964	0.3981145	0.0035008	0.0009723	0.6125620	0.4342328	0.0130245	0.0832741	0.4147812	0.5876267	0.4283365	0.2474747	0.7520117	0.4802752	0.2549621	0.5815192	0.1905751	0.6097250	0.6995537	0.0340607	0.0133976	0.6243939	0.7292050	0.4568334	0.0237842	0.0998616	0.6745484	0.7681501	0.0427369	0.6186114	0.6613376	0.7348772	0.6917231	0.7815029	0.0116511	0.2188736	0.2739166	0.3619059	0.3803969	0.1887633	0.0001214	0.3860966	0.4473441	0.3638211	0.0009146	0.2844006	0.1214405	0.3332243	0.3941283	0.5342810	0.2838954	0.0162311	0.4833146	0.5560059	0.0619975	0.0743399	0.2746515	0.5452740	0.5848408	0.1343021	0.1185504	0.1060050	0.1479694	0.6832013	0.2491293	0.3298703	0.2075563	0.2066234	0.0349401	0.4260747	0.6457771	0.0612208	0.1087065	0.6094573	0.4957013	0.5140644	0.5433437
650	0.1942300	0.3623869	0.7085535	0.1129617	0.2804863	0.3125591	0.4803600	0.1533302	0.0387532	0.5598437	0.6531471	0.5423037	0.5029094	0.2960061	0.0879361	0.0008235	0.7752724	0.3295467	0.1617155	0.1829324	0.3349348	0.3671210	0.4404486	0.5297461	0.4392006	0.0244424	0.0039729	0.4792342	0.2997862	0.0394433	0.1796972	0.3795569	0.6106248	0.3024562	0.1789115	0.5811344	0.5269891	0.3186469	0.6104924	0.0953266	0.5642736	0.7342379	0.0523772	0.0082933	0.6036649	0.8959791	0.4915179	0.0322603	0.1146954	0.7295563	0.6950717	0.0208918	0.5985472	0.6186740	0.6249107	0.5285075	0.8299008	0.0054564	0.2484494	0.1891228	0.4685907	0.4141953	0.1288832	0.0037393	0.3893606	0.5152040	0.4079482	0.0045361	0.3750108	0.1747460	0.2408496	0.3775879	0.4675660	0.2612338	0.0125260	0.5199714	0.6108369	0.0176146	0.1016619	0.1544382	0.5643870	0.4960478	0.2293540	0.0702963	0.0850948	0.1268148	0.8208736	0.1936076	0.4571651	0.2316694	0.2809226	0.0164226	0.3830815	0.6782971	0.0950481	0.1283022	0.7708326	0.5139890	0.5164878	0.4925028
700	0.1565376	0.3355199	0.6566215	0.0718514	0.3764559	0.2893797	0.4620214	0.1580546	0.0460161	0.5326693	0.6544098	0.5502002	0.7428955	0.2313941	0.1026240	0.0061925	0.5632098	0.2361237	0.1567104	0.1572807	0.2323597	0.3908829	0.4376198	0.4678134	0.3993582	0.0530471	0.0038343	0.5064066	0.4822216	0.0564976	0.1587687	0.3455469	0.6242782	0.2902565	0.1935672	0.7347869	0.5248907	0.3016184	0.5407896	0.1484383	0.5808175	0.5966398	0.0519343	0.0113548	0.4537005	0.7622544	0.5071172	0.0166841	0.1279662	0.7554485	0.6119678	0.0445505	0.5780717	0.5324309	0.7821520	0.6217393	0.6391527	0.0034323	0.2350342	0.2089655	0.6025135	0.4013683	0.0484007	0.0036000	0.3554522	0.5724547	0.4299230	0.0017128	0.5106556	0.2449328	0.1944696	0.3904366	0.4456823	0.1707643	0.0186758	0.7123900	0.7059326	0.0230253	0.1472195	0.1346427	0.3800563	0.6482926	0.1817375	0.1064572	0.0704586	0.0682867	0.6743303	0.2341015	0.4616952	0.1890535	0.1747200	0.0300371	0.3933731	0.6288139	0.0389454	0.0773488	0.6856503	0.4343066	0.6032059	0.5151000
750	0.1915422	0.3684539	0.5178558	0.0878167	0.2667600	0.2565848	0.4551781	0.0883029	0.0427482	0.4036059	0.6338710	0.5653873	0.5795465	0.2721495	0.0857062	0.0259660	0.6312266	0.2075025	0.1409972	0.1340806	0.2877065	0.4301681	0.3212868	0.5655511	0.3807570	0.0490137	0.0062259	0.2645797	0.3562618	0.0755393	0.1616761	0.4932266	0.5876172	0.3901152	0.2127398	0.7163575	0.4472896	0.2635802	0.6056876	0.1154058	0.4046187	0.7279589	0.0567911	0.0146185	0.5183520	0.7090636	0.5512845	0.0190786	0.1302788	0.7772047	0.6449826	0.0771219	0.6661646	0.7868441	0.7774344	0.6027162	0.6073792	0.0042988	0.2758823	0.1749003	0.4532881	0.3999452	0.0785696	0.0001368	0.4262710	0.7124819	0.3835984	0.0009984	0.4889291	0.1227493	0.1400580	0.3089945	0.4763575	0.1219952	0.0340032	0.4686846	0.6608401	0.0302309	0.0927561	0.1179924	0.3369375	0.5134612	0.2410418	0.0871230	0.0431291	0.1638652	0.6861630	0.2529365	0.4436914	0.1334238	0.1648088	0.0320824	0.3585952	0.6512749	0.0205459	0.1040460	0.6423651	0.4145592	0.6044135	0.4871907
800	0.2049278	0.2999782	0.6366904	0.1186405	0.3362421	0.2545617	0.5128232	0.1559454	0.0964472	0.2836840	0.6298011	0.7053092	0.6117611	0.2818638	0.0634379	0.0155337	0.4219909	0.2209078	0.0872997	0.1383728	0.2503036	0.5305349	0.4691289	0.4737448	0.4394082	0.0437451	0.0016660	0.2013099	0.3461471	0.0488490	0.2005021	0.3564935	0.7399026	0.2516263	0.1693191	0.6499402	0.6079396	0.3208713	0.6535978	0.1072056	0.5259445	0.6798010	0.0530065	0.0058035	0.5006616	0.8085665	0.6310714	0.0206625	0.1601086	0.7370132	0.8919270	0.0546577	0.6705760	0.7022468	0.7702707	0.7013706	0.6248131	0.0168100	0.2198793	0.1711324	0.5149625	0.4615028	0.0133490	0.0009380	0.4539443	0.6371992	0.5004917	0.0020072	0.5707593	0.2499610	0.1742282	0.3234594	0.4016840	0.1411632	0.0055665	0.5957985	0.7657356	0.0230034	0.0794866	0.1112783	0.5194909	0.4814892	0.2440170	0.1148624	0.0624808	0.1198672	0.6487652	0.2573906	0.5786348	0.1207333	0.1854180	0.0425373	0.4322383	0.7744287	0.0140511	0.0714926	0.6520606	0.4624213	0.5230984	0.4976865
850	0.1664186	0.3612879	0.6069149	0.1464236	0.3011968	0.2576362	0.6414434	0.1321070	0.1446549	0.1108516	0.6451119	0.5569144	0.5506062	0.2265139	0.0624520	0.0171307	0.6158980	0.2176816	0.0774310	0.1098975	0.2808302	0.3928863	0.4112708	0.6291086	0.3425092	0.0539635	0.0135935	0.2319439	0.3499875	0.0415922	0.1613434	0.2627750	0.5367341	0.2092170	0.1520893	0.6709310	0.4495744	0.2654932	0.5740692	0.0939215	0.4164382	0.7222141	0.0394319	0.0094663	0.5171887	0.6924348	0.6786160	0.0428792	0.1763647	0.6893318	0.5539960	0.0422324	0.5927909	0.7022719	0.7380791	0.6067303	0.6181385	0.0041472	0.2466212	0.1543411	0.8073480	0.4786180	0.0146986	0.0010709	0.3036988	0.6533143	0.4457630	0.0001809	0.6398424	0.1878961	0.1647523	0.2977800	0.3088790	0.1002895	0.0029190	0.6090061	0.6311361	0.0287055	0.1523787	0.0759755	0.2786100	0.5376364	0.4307533	0.0604217	0.0502089	0.0906872	0.6479052	0.2896514	0.5798193	0.1192207	0.1783616	0.0594942	0.3763500	0.7286392	0.0003797	0.0653848	0.6180780	0.5711002	0.5857936	0.5047792
900	0.2093383	0.3438108	0.7022889	0.1589007	0.3415623	0.3687075	0.5480712	0.1025624	0.2534919	0.0587833	0.6934239	0.5137086	0.5740406	0.1593742	0.0777293	0.0222148	0.6180367	0.1500202	0.0600823	0.1344109	0.1815528	0.4515118	0.3969750	0.5403419	0.3853914	0.0426620	0.0477358	0.2032179	0.3376624	0.0649994	0.1930947	0.2369580	0.6173794	0.2482162	0.1372829	0.7100261	0.5986010	0.3013474	0.7003202	0.1804700	0.4404497	0.6519380	0.0267153	0.0120646	0.5558652	0.7108107	0.5667531	0.0495216	0.1320873	0.6264550	0.6342034	0.0544956	0.6327337	0.6082356	0.6983688	0.6701205	0.6208423	0.0062515	0.2372689	0.1259750	0.8044233	0.4961164	0.0173936	0.0046133	0.3756027	0.6751057	0.5918822	0.0000000	0.6492133	0.1549573	0.1254985	0.2572814	0.3235901	0.0677186	0.0127850	0.6485935	0.6225882	0.0193495	0.0958672	0.0842245	0.3788986	0.4665441	0.4559775	0.0859985	0.0433697	0.1043853	0.7154991	0.3010751	0.5247141	0.0807084	0.1434559	0.1076554	0.3666194	0.6946779	0.0055876	0.0359312	0.6630647	0.3688754	0.5640487	0.5682863
950	0.2444192	0.3432753	0.5988504	0.1198333	0.2994327	0.3611087	0.4703903	0.1072370	0.4494514	0.1087988	0.7320217	0.5396856	0.5013544	0.1911046	0.0695638	0.0266920	0.5422536	0.2210588	0.0504621	0.1127681	0.2213199	0.4414814	0.3360348	0.5428651	0.4041389	0.0448037	0.1445418	0.1366696	0.5210379	0.0704488	0.2053778	0.2463049	0.6569739	0.2802350	0.1224262	0.6328023	0.4686674	0.2830959	0.7473972	0.2110677	0.3814660	0.6785506	0.0372899	0.0286157	0.4609539	0.6543583	0.5414751	0.0492946	0.2006604	0.6767378	0.6026533	0.0239330	0.6777930	0.8949944	0.6554548	0.5824416	0.6306880	0.0100136	0.2057669	0.1902962	0.5832762	0.4318028	0.0057446	0.0035932	0.4403349	0.5855039	0.3902863	0.0027189	0.5837529	0.2096620	0.1162841	0.3933293	0.3288666	0.0763442	0.0037036	0.5534647	0.8053028	0.0126314	0.1104222	0.1672213	0.3230227	0.5962150	0.5759867	0.1002929	0.0330572	0.1393394	0.6761206	0.2667048	0.6389684	0.0932767	0.1471078	0.0980282	0.3659288	0.6921500	0.0008587	0.0247050	0.6401408	0.3871154	0.5615656	0.5587860
1000	0.1886519	0.3116416	0.6468807	0.1406045	0.2730997	0.2996657	0.4958193	0.1183757	0.4383011	0.1212940	0.7145968	0.7399756	0.5305824	0.1498053	0.0872312	0.0346632	0.5340736	0.1620263	0.0642994	0.0984784	0.3072483	0.5452412	0.2320634	0.4844076	0.4432415	0.0626122	0.1711525	0.0778552	0.4242703	0.0835738	0.1755002	0.1772940	0.6406357	0.1961286	0.1174099	0.5248609	0.4780359	0.3530811	0.5280636	0.2896682	0.4232570	0.7142835	0.0395310	0.0078365	0.4981062	0.6759328	0.5849778	0.0236652	0.1156550	0.5710041	0.5599442	0.0314785	0.5478702	0.7456723	0.6091581	0.6284317	0.6054130	0.0121216	0.2359977	0.1571771	0.5621212	0.5311031	0.0027070	0.0099084	0.4272798	0.4784395	0.5032606	0.0011131	0.6076542	0.1603822	0.1443411	0.3255644	0.3249937	0.0646435	0.0120226	0.5529674	0.6915231	0.0163762	0.0754277	0.0800647	0.3505374	0.5268433	0.5959578	0.1022620	0.0174347	0.1131182	0.6613123	0.2577821	0.6534558	0.1043954	0.1453549	0.1165743	0.4513126	0.7284191	0.0082810	0.0614710	0.6446232	0.3702436	0.5306180	0.4832161

0	0.2370173	0.4788734	0.7219742	0.1293917	0.2999568	0.2987325	0.5519032	0.0955245	0.5846973	0.1481327	0.8005731	0.5023870	0.5681123	0.1238249	0.1024645	0.0575246	0.4244978	0.2179152	0.0672852	0.1244778	0.3083262	0.4690690	0.0961599	0.5655525	0.4232108	0.1031849	0.2244461	0.0517935	0.5215074	0.1294150	0.1432624	0.1534241	0.7718788	0.1962702	0.1471349	0.5447631	0.5405519	0.3573748	0.6951537	0.3858942	0.4523334	0.7950112	0.0542902	0.0076107	0.5738431	0.7967487	0.7126778	0.0934119	0.1119023	0.6176807	0.5401825	0.0102801	0.5650982	0.8173143	0.6679402	0.5545200	0.6799153	0.0058760	0.2647327	0.0715512	0.6487973	0.3565121	0.0117776	0.0078110	0.3885750	0.6842692	0.4911599	0.0066442	0.6904304	0.1184321	0.0973685	0.4014606	0.4255367	0.0694481	0.0039875	0.5413199	0.5253487	0.0114873	0.1095903	0.0820968	0.4580903	0.4944721	0.4703186	0.0706972	0.0387203	0.1829706	0.6277749	0.3393542	0.5538729	0.1297354	0.1651599	0.0889954	0.3909424	0.7661379	0.0021540	0.0666691	0.6239919	0.4493544	0.5588514	0.4617340
